Product name,Description,Slug,SKU,Auto Generate SKU,Categories,Status,Is featured?,Brand,Product collections,Labels,Taxes,Images,Price,Product attributes,Import type,Is variation default?,Stock status,With storehouse management,Quantity,Allow checkout when out of stock,Sale price,Start date sale price,End date sale price,Weight,Length,Wide,Height,Cost per item,Barcode,Content,Tags,Vendor
Kabir Singh Handle  for Royal Enfield – Black,"Weight
1.1 kg",-,DUGDUG-1445,-,-,-,-,-,-,-,-,['https://www.dugdugmotorcycles.com/wp-content/uploads/2022/08/IMG-20220828-WA0235-510x202.jpg'],₹999.00,-,-,-,-,-,-,-,₹699.00,-,-,-,-,-,-,-,-,-,-,-
Dug Dug RD350 Handle Bar for Royal Enfield All Models – Black,"Weight
1.1 kg",-,DUGDUG-1413,-,-,-,-,-,-,-,-,['https://www.dugdugmotorcycles.com/wp-content/uploads/2022/04/dug-dug-rd-350-handle-bar-black-for-royal-enfield-classic-standard-electra-reborn-jawa-min-510x279.jpg'],₹999.00,-,-,-,-,-,-,-,₹650.00,-,-,-,-,-,-,-,-,-,-,-
Handle Bar Risers for Motorcycles Universal,"Weight
0.85 kg",-,DUGDUG-1123,-,-,-,-,-,-,-,-,['https://www.dugdugmotorcycles.com/wp-content/uploads/2021/07/handle-bar-rider-for-motorcycles-dug-dug.jpg'],"₹1,999.00",-,-,-,-,-,-,-,₹950.00,-,-,-,-,-,-,-,-,-,-,-
RD350 Handlebar with Rod for Royal Enfield All Models,"Dug Dug Handle Bar Very stylish and comfortable for riding. It comes with metallic body which is very strong, It gives a cruiser look for the bike. Heavy metal has been used to built it Very stylish and comfortable for riding. Heavy metal has been used to built it Mat Black finishing Curve Bend Design Handle Bar For Good Feel And Comfort Handle Bar Thick Pipe Black long life and durability Gives Attractive Look Dug Dug Bike Customized Handlebar Chrome Stylish Handle Bar Rod Thick Pipe for Royal Enfield Standard Bullet 350 Twin Spark




Weight
1.3 kg",-,DUGDUG-798,-,-,-,-,-,-,-,-,"['https://www.dugdugmotorcycles.com/wp-content/uploads/2020/08/RD350-Handle-Bar-With-Rod-1-510x510.jpg', 'https://www.dugdugmotorcycles.com/wp-content/uploads/2020/08/RD350-Handle-Bar-With-Rod-2-510x510.jpg', 'https://www.dugdugmotorcycles.com/wp-content/uploads/2020/08/RD350-Handle-Bar-With-Rod-3-510x510.jpg']",₹999.00,-,-,-,-,-,-,-,₹650.00,-,-,-,-,-,-,-,-,-,-,-
Dug Dug  RD350 Handle Bar for Royal Enfield All Models,"Handle Bar Universal Customized Stylish Handlebar Chrome Features:- Fits easily makes you be in control with the correct strength of handle bar Stylish and comfortable to use Correct weight distribution of handle bar makes your ride safe with ease without having much too easily while riding, Enhance your vehicle look, It gives your vehicle a attractive look, Best quality and comfortable riding package Contents:- 1 X Dug Dug RD350 Bike Handle Bar Customized Stylish Handlebar Pipe/Rod Chrome/Silver for Royal Enfield Bullet Electra Deluxe




Weight
1.1 kg",-,DUGDUG-736,-,-,-,-,-,-,-,-,"['https://www.dugdugmotorcycles.com/wp-content/uploads/2020/07/royal-enfield-rd-350-handle-bar-1-510x478.jpg', 'https://www.dugdugmotorcycles.com/wp-content/uploads/2020/07/royal-enfield-rd-350-handle-bar-2-510x445.jpg', 'https://www.dugdugmotorcycles.com/wp-content/uploads/2020/07/royal-enfield-rd-350-handle-bar-5-510x445.jpg', 'https://www.dugdugmotorcycles.com/wp-content/uploads/2020/07/royal-enfield-rd-350-handle-bar-4-510x463.jpg', 'https://www.dugdugmotorcycles.com/wp-content/uploads/2020/07/royal-enfield-rd-350-handle-bar-3-510x435.jpg']",₹799.00,-,-,-,-,-,-,-,₹599.00,-,-,-,-,-,-,-,-,-,-,-
Dug Dug Motorcycles Bullet Handlebar Curved Pipe/Handle Bar Rod Black for Royal Enfield Bullet All Models,"Weight
1.1 kg",-,DUGDUG-186,-,-,-,-,-,-,-,-,"['https://www.dugdugmotorcycles.com/wp-content/uploads/2019/10/1108314367.jpg', 'https://www.dugdugmotorcycles.com/wp-content/uploads/2019/10/31OsZ7FFuL.jpg', 'https://www.dugdugmotorcycles.com/wp-content/uploads/2019/10/31iI807uWL.jpg']","₹1,499.00",-,-,-,-,-,-,-,₹750.00,-,-,-,-,-,-,-,-,-,-,-
Bahubali Handlebar Black for Royal Enfield Bullet All Models,"1




Weight
1.1 kg",-,DUGDUG-188,-,-,-,-,-,-,-,-,"['https://www.dugdugmotorcycles.com/wp-content/uploads/2019/10/1108314470.jpg', 'https://www.dugdugmotorcycles.com/wp-content/uploads/2019/10/31tfNNn3UXL.jpg']","₹1,499.00",-,-,-,-,-,-,-,₹750.00,-,-,-,-,-,-,-,-,-,-,-
