Product name,Description,Slug,SKU,Auto Generate SKU,Categories,Status,Is featured?,Brand,Product collections,Labels,Taxes,Images,Price,Product attributes,Import type,Is variation default?,Stock status,With storehouse management,Quantity,Allow checkout when out of stock,Sale price,Start date sale price,End date sale price,Weight,Length,Wide,Height,Cost per item,Barcode,Content,Tags,Vendor
Tyre Hugger for Royal Enfield Hunter 350,"Weight
1.5 kg",-,DUGDUG-1568,-,-,-,-,-,-,-,-,['https://www.dugdugmotorcycles.com/wp-content/uploads/2023/03/Tyre-Hugger-for-Royal-Enfield-Hunter-350-510x387.jpg'],"₹1,999.00",-,-,-,-,-,-,-,₹799.00,-,-,-,-,-,-,-,-,-,-,-
